Year,Page,Question_Number,Question_Type,Instruction,Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,7,34,objective,,,,The underlined expression means___________,Seek counsel elsewhere,Wait till the war is ended,Take your revenge,Make the best out of this,D,https://myschool.ng/classroom/literature-in-english/50043?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,35,passage-based,,,,According to the speaker__________,The tale was good enough to win a woman's heart,The fight was unnecessary,The charges were a waste of time,There were other matters demanding the attention of the Senate,A,https://myschool.ng/classroom/literature-in-english/50047?exam_type=waec&exam_year=2017&type=obj&page=7
2017,8,36,objective,,,,Othello is speaking to_____________,Brabantio,Duke,Montano,Roderigo,B,https://myschool.ng/classroom/literature-in-english/50048?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,37,objective,,,,The speech illustrates the use of________,Irony,Litotes,Paradox,Comic relief,A,https://myschool.ng/classroom/literature-in-english/50050?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,38,objective,,,,*A man he is honesty and trust refers to_________*,Cassio,Lodovico,Gratiano,Iago,D,https://myschool.ng/classroom/literature-in-english/50051?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,39,objective,,,,Othello is leaving to__________,Fight in Rhodes,Make peace with the Turks,Meet the government of Cyprus,Take over the government of Cyprus,B,https://myschool.ng/classroom/literature-in-english/50052?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,40,objective,,,,Othello then_________,Leaves with Desdemona,Entrusts Desdemona to Iago's care,Calls his lieutenant,Confers with the Duke,B,https://myschool.ng/classroom/literature-in-english/50053?exam_type=waec&exam_year=2017&type=obj&page=8
2017,9,41,objective,,,,His soldiership refers to______________,Roderigo,Montano,Cassio,Brabantio,C,https://myschool.ng/classroom/literature-in-english/50055?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,42,objective,,,,Sir refers to__________,Cassio,Roderigo,Othello,Duke,B,https://myschool.ng/classroom/literature-in-english/50057?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,43,objective,,,,Iago___________,Wants to go to Cyprus with Othello,Does not regard Roderigo as a good soldier,Is bitter about Cassio's appointment as Lieutenant,,C,https://myschool.ng/classroom/literature-in-english/50059?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,44,objective,,,,His eyes refers to____________,Lodovico,Cassio,Othello,Duke,B,https://myschool.ng/classroom/literature-in-english/50060?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,45,objective,,,,The setting is_______,The Castle,Cyprus,A sea-port,Venice,D,https://myschool.ng/classroom/literature-in-english/50061?exam_type=waec&exam_year=2017&type=obj&page=9
2017,10,46,objective,,,,The speaker is ________,Iago,Othello,Brabantio,Duke,B,https://myschool.ng/classroom/literature-in-english/50063?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,47,objective,,,,The first two lines express the speaker's_____________,Loneliness,Fear,Confusion,Regret,D,https://myschool.ng/classroom/literature-in-english/50064?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,48,objective,,,,The speaker has just_______________,Divorced his wife,Arrived home from war,Had a nightmare,Smothered his wife,D,https://myschool.ng/classroom/literature-in-english/50066?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,49,objective,,,,The speech is provoked by______,Emilia's call,Iago's treachery,Cassio's confession,Desdemona's plea,A,https://myschool.ng/classroom/literature-in-english/50068?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,50,objective,,,,The underlined expression suggests that____________,There is an imminent eclipse,Life will never be the same again for the speaker,Nothing will change,There is an impending danger for the speaker,B,https://myschool.ng/classroom/literature-in-english/50069?exam_type=waec&exam_year=2017&type=obj&page=10
2018,1,1,objective,,,,The Main Character in a Play or Novel is the ____________,Protagonist,Narrator,Villain,Antagonist,A,https://myschool.ng/classroom/literature-in-english/49493?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,2,objective,,,,A dramatic performance with **ONLY** bodily movements and no speech is a _____________,Farce,Mime,Slapstick,Burlesque,B,https://myschool.ng/classroom/literature-in-english/49495?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,3,objective,,,,"Before a play is performed, it is ___________",Auditioned,Applauded,Rehearsed,Recited,C,https://myschool.ng/classroom/literature-in-english/49496?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,4,objective,,,,A play that moves the audience to pity and fear is a ____________,Comedy,Farce,Pantomime,Tragedy,D,https://myschool.ng/classroom/literature-in-english/49498?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,5,objective,,,,A Sonnet has a final couplet when it has___________,A sestet,An octave,Two sestets,Three quatrains,D,https://myschool.ng/classroom/literature-in-english/49500?exam_type=waec&exam_year=2018&type=obj&page=1
2018,2,6,objective,,,,*He is my most beloved enemy* ilustrates *__________*,Synecdoche,Oxymoron,Metonymy,Litotes,B,https://myschool.ng/classroom/literature-in-english/49502?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,7,objective,,,,The cast appears at the end of a play for the ___________-,Musical,Curtain Call,Intermission,Introduction,B,https://myschool.ng/classroom/literature-in-english/49504?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,8,objective,,,,Diction is a writer's choice of___________-,Style,Syntax,Rhythm,Words,D,https://myschool.ng/classroom/literature-in-english/49505?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,9,objective,,,,A poem which celebrates simple country life is___________,A dirge,An ode,An epic,A pastoral,D,https://myschool.ng/classroom/literature-in-english/49506?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,10,objective,,,,**Oh spite! Oh Hell!! I see you are all bent** **To set aganist me for your merriment.** The lines illustrate__________,Epitaph,Epigram,Apostrophe,Allusion,C,https://myschool.ng/classroom/literature-in-english/49508?exam_type=waec&exam_year=2018&type=obj&page=2
2018,3,11,objective,,,,"Hamartia, in a literary work refers to a hero's_________",Tragic flaw,Inordinate ambition,strength of character,Good works,A,https://myschool.ng/classroom/literature-in-english/49509?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,12,objective,,,,**Who lied in the chapelNow lies in the Abbey** The dominant device used is___________-,Paradox,Pun,Chiasmus,Zeugma,B,https://myschool.ng/classroom/literature-in-english/49512?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,13,objective,,,,A short play perfomed during the pause between the acts of a longer play is____________-,An Interlude,An epilogue,A prologue,An interval,A,https://myschool.ng/classroom/literature-in-english/49513?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,14,objective,,,,*Weeping Willow* illustrates________,Dramatic Monologue,Pathetic Fallacy,Transferred epithet,Dramatic Irony,B,https://myschool.ng/classroom/literature-in-english/49515?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,15,passage-based,,"**But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost**",,"*But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost* The predominant figure of speech in the extract is____________",Oxymoron,Personification,Contrast,Paradox,B,https://myschool.ng/classroom/literature-in-english/49517?exam_type=waec&exam_year=2018&type=obj&page=3
2018,4,16,passage-based,,"**But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost**",,"*But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost* The extract is about____________",An earthquake,A flood,An explosion,A storm,A,https://myschool.ng/classroom/literature-in-english/49519?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,17,passage-based,,"**But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost**",,"*But the towering earth was tired of sitting in one position.She moved suddenly and the houses crumbled, the mountains heaved horrible, and the work of a million years was lost* The effect of the extract is conveyed through the use of___________",Antithesis,Parallelism,Conceit,Climax,D,https://myschool.ng/classroom/literature-in-english/49521?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,18,passage-based,,"Beware her faintly failing health, and gentle gallands around her speed",,"*Beware her faintly failing health, and gentle gallands around her speed* Illustrates_________",Oxymoron,Alliteration,Synecdoche,Repetition,B,https://myschool.ng/classroom/literature-in-english/49524?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,19,objective,,,,The eight-line part of a Petrarchan sonnet is the________________,Quatrain,Octave,Octameter,Quartet,B,https://myschool.ng/classroom/literature-in-english/49527?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,20,objective,,,,The metrical beat in the *The Splendor falls on castle walls is___________*,Anapaestic,Dactylic,Trochaic,Iambic,D,https://myschool.ng/classroom/literature-in-english/49528?exam_type=waec&exam_year=2018&type=obj&page=4
2018,5,21,objective,,,,The expression *door hugged the couple* illustrates_________,Euphemism,Personification,Litotes,Onomatopoeia,B,https://myschool.ng/classroom/literature-in-english/49536?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,22,objective,,,,The narrative technique is___________,First person,Stream of consciousness,Third person,Interior monologue,B,https://myschool.ng/classroom/literature-in-english/49538?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,23,theory,,,,*How would he explain it to himself?* exemplifies________,Hyperbole,Parallelism,Rhetorical question,Understatement,C,https://myschool.ng/classroom/literature-in-english/49541?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,24,objective,,,,The writer's attitude towards James is **ONE** of ______,Sympathy,Distrust,Support,Disapproval,B,https://myschool.ng/classroom/literature-in-english/49544?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,25,objective,,,,The setting is_____________,The couple's home,A modern hotel,The airport,A school,B,https://myschool.ng/classroom/literature-in-english/49547?exam_type=waec&exam_year=2018&type=obj&page=5
2018,6,26,objective,,,,The mood of the persona is one of___________,Contempt,Hilarity,Despondency,Hopefulness,C,https://myschool.ng/classroom/literature-in-english/49556?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,27,objective,,,,The theme of the poem is_______,Love in the garden,The acceptance,The rising moon,Unrequited Love,D,https://myschool.ng/classroom/literature-in-english/49559?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,28,objective,,,,The envy of the persona's friends is expressed in the __________,Avid touch,Clipped wings,Green and Frosty eyes,Song-filled air pocket,C,https://myschool.ng/classroom/literature-in-english/49561?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,29,objective,,,,Line 2 is in iambic___________,Trimether,Tetrameter,Pentameter,Hexameter,A,https://myschool.ng/classroom/literature-in-english/49562?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,30,objective,,,,The last line illustrates___________,Parallelism,Contrast,Hyperbole,Metaphor,D,https://myschool.ng/classroom/literature-in-english/49563?exam_type=waec&exam_year=2018&type=obj&page=6
2018,7,31,objective,,,,"Just before this, Iago advises Othello to____________",Stay there,Go in,Show concern,Be fair,B,https://myschool.ng/classroom/literature-in-english/49570?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,32,objective,,,,*By Janus* *is* _____________,Flashback,Foregrounding,An allusion,Euphemism,A,https://myschool.ng/classroom/literature-in-english/49571?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,33,objective,,,,The news Othello receives is that he must___________,Set sail for Cyprus,Reconcile the Brabantio,Prepare a Military strategy,Appear before the council,D,https://myschool.ng/classroom/literature-in-english/49573?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,34,objective,,,,Duke is in council that night because of_____________,Brabantio's complaint,Iago's demotion,The Turkish threat,Cassio's Dismissal as Lieutenant,C,https://myschool.ng/classroom/literature-in-english/49576?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,35,objective,,,,"Later on, Brabantio accuses Othello of___________",Being unfair to Iago,Instigating a brawl,Stealing his daughter,Being a Knave,C,https://myschool.ng/classroom/literature-in-english/49578?exam_type=waec&exam_year=2018&type=obj&page=7
2018,8,36,objective,,,,The speaker is_________,Brabantio,Duke,Montano,Lodovico,B,https://myschool.ng/classroom/literature-in-english/49581?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,37,objective,,,,He is responding to_________,Montano,Iago,Roderigo,Brabantio,D,https://myschool.ng/classroom/literature-in-english/49585?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,38,objective,,,,The setting is_____________-,A council chamber,"Venice, a street",Another street outside the Sagittary,The citadel of cyprus,A,https://myschool.ng/classroom/literature-in-english/49588?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,39,objective,,,,These lovers refers to_________,Iago and Emilia,Cassio and Bianca,Roderigo and Desdemona,Othello and Desdemona,D,https://myschool.ng/classroom/literature-in-english/49590?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,40,objective,,,,The expression *lay a sentence* means _________,Decide who is guilty,Offer criticism,Give advice,Speak politely,C,https://myschool.ng/classroom/literature-in-english/49592?exam_type=waec&exam_year=2018&type=obj&page=8
2018,9,41,objective,,,,Othello is brought to the scene because___________,Iago is drunk,A bell has been rung,People are fighting,Cassio has stabbed Montano,D,https://myschool.ng/classroom/literature-in-english/49599?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,42,objective,,,,The underlined expression refers to the____________,Intervention of the storm in the war,Return of the victorious army to Cyprus,Killing of Roderigo by Iago,Stabbing of Montano by Cassio,A,https://myschool.ng/classroom/literature-in-english/49601?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,43,objective,,,,"In ""Who began this"" This refers to the ______________",Theft,War,Bell,Brawl,D,https://myschool.ng/classroom/literature-in-english/49602?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,44,objective,,,,"To Othello, Iago is________________",Sincere,A negligent guard,Untrustworthy,A loyal senator,A,https://myschool.ng/classroom/literature-in-english/49607?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,45,objective,,,,The major consequence of the brawl is that___________,Montano is killed,Roderigo demands his money back,Cassio is dismissed,Iago is given charge of the city,C,https://myschool.ng/classroom/literature-in-english/49611?exam_type=waec&exam_year=2018&type=obj&page=9
2018,10,46,objective,,,,The speaker is__________---,Iago,Desdemona,Cassio,Emilia,D,https://myschool.ng/classroom/literature-in-english/49617?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,47,objective,,,,The speaker is addressing__________,Othello,Montano,Duke,Roderigo,A,https://myschool.ng/classroom/literature-in-english/49618?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,48,objective,,,,The speech is in response to___________,The allegation that the speaker has lied about Desdemona,Iago's disdain for Othello,Othello's suspicion that Cassio and Desdemona are lovers,Brabantio's rejection of his daughter,C,https://myschool.ng/classroom/literature-in-english/49619?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,49,objective,,,,"The line *""Remove your thought, It doth abuse your bossom""* Is best paraphrased ______________",You are not wise,Do not kill yourself,You are ungrateful,You demean yourself by thinking so,D,https://myschool.ng/classroom/literature-in-english/49620?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,50,theory,,,,The character being spoken of is described as___________,Unhappy,Virtuous,Generous,Wretched,B,https://myschool.ng/classroom/literature-in-english/49621?exam_type=waec&exam_year=2018&type=obj&page=10
2019,1,1,objective,,,,A literary work which is intended to teach a moral lesson is __________,romantic,didactic,mimetic,moralistic.,B,https://myschool.ng/classroom/literature-in-english/58471?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,2,objective,,,,A short account of an interesting event is ________,a tale.,an anecdote,an episode.,a story,B,https://myschool.ng/classroom/literature-in-english/58472?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,3,objective,,,,He is a citizen of no mean city illustrates _________,bathos,euphemism,metonymy,litotes,D,https://myschool.ng/classroom/literature-in-english/58473?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,4,objective,,,,"The introductory part of a play, a novel or a poem is the ________",epilogue,plot,setting,prologue,D,https://myschool.ng/classroom/literature-in-english/58474?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,5,objective,,,,An elegy is a poem of ________,mourning,complain,hope,joy,A,https://myschool.ng/classroom/literature-in-english/58502?exam_type=waec&exam_year=2019&type=obj&page=1
2019,2,6,objective,,,,The trees bowed their heads in shame illustrates ________,personification,alliteration,assonance,paradox,A,https://myschool.ng/classroom/literature-in-english/58504?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,7,objective,,,,A character whose actions are predictable in a literary work is _________,round characte,a flat character,the hero,the villain,B,https://myschool.ng/classroom/literature-in-english/58505?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,8,objective,,,,A scene in fiction enacting past events is __________,allusion,foreshadow,flashback,interlude,C,https://myschool.ng/classroom/literature-in-english/58506?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,9,objective,,,,Poetic licence is a term applied to a poet's _______,choice of word,choice of characters,restrictions in the use of language,freedom in the use of language,D,https://myschool.ng/classroom/literature-in-english/58508?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,10,objective,,,,*Milton! thou should'st be living at this hour* . The literary device used in the line above is _________,aside,apostrophe,soliloquy,suspense,B,https://myschool.ng/classroom/literature-in-english/58510?exam_type=waec&exam_year=2019&type=obj&page=2
2019,3,11,biblical-reference,,,,"*Here lie I, Martin Eliginbrodde* *Have mercy on my soul, Lord Gọd* The extract above illustrates ______",epitaph,elegy,ballad,dirge,A,https://myschool.ng/classroom/literature-in-english/58511?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,12,objective,,,,"We live to die, we die to live is an example of _________",paradox,hyperbole,inversion,Oxymoron,A,https://myschool.ng/classroom/literature-in-english/58513?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,13,passage-based,,,,"*Read the poem and answer questions 13 to 15.* Here she lies, a pretty bud, Lately made of flesh and blood; Who as soon fell fast asleep As her little eyes did peep. Give her strewings, but not stir The earth that lightly covers her. The poem is about a/an ___________",flower,old woman,little child,traveller,B,https://myschool.ng/classroom/literature-in-english/58527?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,14,objective,,,,The persona's mood is one of ________,anger,admiration,indifference,joy,B,https://myschool.ng/classroom/literature-in-english/58529?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,15,objective,,,,"The, rhyme pattern is ______",abc abc,aa bb cc,ab ab cc,aa bc bc,B,https://myschool.ng/classroom/literature-in-english/58532?exam_type=waec&exam_year=2019&type=obj&page=3
2019,4,16,objective,,,,A play in which characters act through gestures and facial expressions is a _______,pantomime,burlesque,melodrama,farce,A,https://myschool.ng/classroom/literature-in-english/58533?exam_type=waec&exam_year=2019&type=obj&page=4
2019,4,17,objective,,,,Characterization refers to __________,how characters are grouped,the readers' opinions of the characters,how characters are depicted,the roles played by the character,D,https://myschool.ng/classroom/literature-in-english/58535?exam_type=waec&exam_year=2019&type=obj&page=4
2019,4,18,objective,,,,"In a literary work, the foil is one who ________",complements another character,contrasts with another character,introduces the conflict,resolves the conflict,B,https://myschool.ng/classroom/literature-in-english/58538?exam_type=waec&exam_year=2019&type=obj&page=4
2019,4,19,objective,,,,Dramatis personae refers to ________,audience,characters,chorus,cast,B,https://myschool.ng/classroom/literature-in-english/58540?exam_type=waec&exam_year=2019&type=obj&page=4
2019,4,20,objective,,,,A literary' device used to enhance sound effect in poetry is __________,imagery,alliteration,refrain,symbol,B,https://myschool.ng/classroom/literature-in-english/58554?exam_type=waec&exam_year=2019&type=obj&page=4
2019,5,21,objective,,,,...supine eyes ... illustrates _______,oxymoron,paradox,verbal irony,synecdoche.,A,https://myschool.ng/classroom/literature-in-english/58559?exam_type=waec&exam_year=2019&type=obj&page=5
2019,5,22,objective,,,,Rumbling as used in the 1st paragraph is ______,onomatopoeic,metaphoric,ironic,alliterative,B,https://myschool.ng/classroom/literature-in-english/58560?exam_type=waec&exam_year=2019&type=obj&page=5
2019,5,23,objective,,,,The dominant theme is ______,unrequited love,loss of opportunity,lack of trust.,insatiable hunger,B,https://myschool.ng/classroom/literature-in-english/58561?exam_type=waec&exam_year=2019&type=obj&page=5
2019,5,24,objective,,,,The narrative technique is ________,third person,first person,interior-monologue,multiple narration.,A,https://myschool.ng/classroom/literature-in-english/58562?exam_type=waec&exam_year=2019&type=obj&page=5
2019,5,25,objective,,,,The writer's attitude is one of ________,anger,indifference,sympathy,mockery,C,https://myschool.ng/classroom/literature-in-english/58564?exam_type=waec&exam_year=2019&type=obj&page=5
2019,6,26,objective,,,,The stanzas are written in _________,quintets,quatrains,sestets,tercets,B,https://myschool.ng/classroom/literature-in-english/58566?exam_type=waec&exam_year=2019&type=obj&page=6
2019,6,27,objective,,,,The recurrent device used is ________,synecdoche,apostrophe,metonymy,paradox,B,https://myschool.ng/classroom/literature-in-english/58567?exam_type=waec&exam_year=2019&type=obj&page=6
2019,6,28,objective,,,,The mood of the poet is ________,derisive,ecstatic,regretful,melancholic,C,https://myschool.ng/classroom/literature-in-english/58568?exam_type=waec&exam_year=2019&type=obj&page=6
2019,6,29,objective,,,,The opening lines of the stanzas are ________,trochaic,iambic,anapaestic,dactylic,B,https://myschool.ng/classroom/literature-in-english/58569?exam_type=waec&exam_year=2019&type=obj&page=6
2019,6,30,objective,,,,The first stanza rhymes ______,ab ac,ab ab,abcb,abba,C,https://myschool.ng/classroom/literature-in-english/58571?exam_type=waec&exam_year=2019&type=obj&page=6
2019,7,31,objective,,,,The speaker is ___________,Gratiano,Duke,Lodovico,Montano,B,https://myschool.ng/classroom/literature-in-english/58573?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,32,objective,,,,The speech is directly addressed to __________,Cassio,Brabantio,Othello,2nd Senator,B,https://myschool.ng/classroom/literature-in-english/58574?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,33,objective,,,,The speech is about ________,Brabantio's complaint about Othello.,Othello's loss of his handkerchief,Brabantio's loss of his daughter,the fight between Cassio and Roderigo,A,https://myschool.ng/classroom/literature-in-english/58575?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,34,objective,,,,"By the speech, the speaker attempts to __________",instigate the addressee,console the addressee,prevent a war,settle a fight,B,https://myschool.ng/classroom/literature-in-english/58576?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,35,objective,,,,The underlined expression means ________,one is bound to lose something in life,keep smiling even while being robbed,it is useful not to bemoan one's loss,the thief loses either way,C,https://myschool.ng/classroom/literature-in-english/58577?exam_type=waec&exam_year=2019&type=obj&page=7
2019,8,36,objective,,,,The speaker and the addrešsee are ___________,Lodovico and Roderigo,Clown and Lodovico,lago and Roderigo,lago and Clown.,C,https://myschool.ng/classroom/literature-in-english/58581?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,37,objective,,,,What binds the speaker and addressee together is their _______,hatred for Othello,fear of Cassio,fear of Cassio,hatred for Brabantio,A,https://myschool.ng/classroom/literature-in-english/58588?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,38,objective,,,,"The addressee is enjoined to Go, make money for ___________",wooing Desdemona,enriching lago,placating Brabantio,rewarding Bianca,A,https://myschool.ng/classroom/literature-in-english/58589?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,39,objective,,,,The underlined expression means ________,you have your way by making him angry,you gain by making his wife cheat on him,you will not be delighted at the result,you will have succeeded in seducing her,B,https://myschool.ng/classroom/literature-in-english/58590?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,40,objective,,,,The speaker's attitude to the addressee is one of ________,spite,envy,friendliness,intolerance,D,https://myschool.ng/classroom/literature-in-english/58591?exam_type=waec&exam_year=2019&type=obj&page=8
2019,9,41,objective,,,,The speaker is __________,Othello,Gratiano,lago,Cassio,A,https://myschool.ng/classroom/literature-in-english/58592?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,42,objective,,,,The setting is ___________,a street in front of the citadel,a street,the citadel,Desdemona's chamber,D,https://myschool.ng/classroom/literature-in-english/58593?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,43,objective,,,,The speaker is addressing _________,Duke and others,Emilia,the Senate,Lodovico and others,D,https://myschool.ng/classroom/literature-in-english/58594?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,44,objective,,,,The speech is intended to _______,preserve the speaker's reputation,express the speakers remorse,express the speaker's acceptance of guilt,denounce the speaker's enemies,A,https://myschool.ng/classroom/literature-in-english/58595?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,45,objective,,,,Among these unlucky deeds. the immediate one is _________,he killing of Desdemona,declaring Desdemiona as unfaithful,refusing to listen to Emilia,the sacking of Cassio,A,https://myschool.ng/classroom/literature-in-english/58596?exam_type=waec&exam_year=2019&type=obj&page=9
2019,10,46,objective,,,,The speaker is ________,Brabantio,Othello,Duke,Montano,B,https://myschool.ng/classroom/literature-in-english/58599?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,47,objective,,,,The occasion is _________,Othello's return from war,Othello's departure for Cyprus,Montano expressirig his delight after the tempest.,the defeat of the Turks.,A,https://myschool.ng/classroom/literature-in-english/58600?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,48,objective,,,,The dominant images are associated with _______,love,nature,sailing,war,C,https://myschool.ng/classroom/literature-in-english/58601?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,49,objective,,,,The scene reveals the speaker's __________,fear of adventure,affection for his wife,suspicion,fulfilment as a warrior,D,https://myschool.ng/classroom/literature-in-english/58602?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,50,theory,,,,The language of the extract is best described as _________,ironical,humorous,hyperbolical,sarcástie.,A,https://myschool.ng/classroom/literature-in-english/58603?exam_type=waec&exam_year=2019&type=obj&page=10
2020,1,1,objective,,,,A situation where an audience is aware of an action a character is ignorant of is ________,dramatic irony,comic relief,aside,satire,A,https://myschool.ng/classroom/literature-in-english/58605?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,2,objective,,,,A fictional prose which is neither a novel nor a short story is a/an __________,allegory,fable,novella,novelette,C,https://myschool.ng/classroom/literature-in-english/58606?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,3,objective,,,,Condensed use of language is a dominant feature of ___________,comedy,poetry,prose,tragedy,B,https://myschool.ng/classroom/literature-in-english/58607?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,4,objective,,,,The sudden reversal of a character's fortune in a literary work is _________,denouement,hamartia,hubris,peripeteia,D,https://myschool.ng/classroom/literature-in-english/58611?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,5,objective,,,,The underlined words illustrate ________,hyperbole,irony,metonymy,paradox,A,https://myschool.ng/classroom/literature-in-english/58647?exam_type=waec&exam_year=2020&type=obj&page=1
2020,2,6,objective,,,,*hands* and *feet* in line 4 illustrate _________,contrast,litotes,personification,synecdoche,D,https://myschool.ng/classroom/literature-in-english/58651?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,7,objective,,,,His pen was like the breath of life exemplifies ________,bathos,pathos,satire,simile,D,https://myschool.ng/classroom/literature-in-english/58653?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,8,objective,,,,Comic relief occurs in ________,comedies,pastorals,romance,tragedies,D,https://myschool.ng/classroom/literature-in-english/58654?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,9,passage-based,,,,Students rarely read Julius Caesar these days illustrates ________,caesura,eponym,oxymoron,zeugma,B,https://myschool.ng/classroom/literature-in-english/58657?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,10,objective,,,,"In Literature, the term poetic justice applies to __________",a story that ends well,characters that are spared death,the development of a good plot,the rewarding of good characters and the punishing of bad ones.,D,https://myschool.ng/classroom/literature-in-english/58659?exam_type=waec&exam_year=2020&type=obj&page=2
2020,3,11,objective,,,,"Ascribing human moods to nature, as in a playful-breeze illustrates _________",humour,pathetic fallacy,symbolism,zeugma,B,https://myschool.ng/classroom/literature-in-english/58663?exam_type=waec&exam_year=2020&type=obj&page=3
